Date,Value,ChangePercentMonth,ChangePercentYear
1945-06,18.1,0.0112,0.0284
1945-07,18.1,0.0,0.0226
1945-08,18.1,0.0,0.0226
1945-09,18.1,0.0,0.0226
1945-10,18.1,0.0,0.0226
1945-11,18.1,0.0,0.0226
1945-12,18.2,0.0055,0.0225
1946-01,18.2,0.0,0.0225
1946-02,18.1,-0.0055,0.0169
1946-03,18.3,0.011,0.0281
1946-04,18.4,0.0055,0.0337
1946-05,18.5,0.0054,0.0335
1946-06,18.7,0.0108,0.0331
1946-07,19.8,0.0588,0.0939
1946-08,20.2,0.0202,0.116
1946-09,20.4,0.0099,0.1271
1946-10,20.8,0.0196,0.1492
1946-11,21.3,0.024,0.1768
1946-12,21.5,0.0094,0.1813
1947-01,21.5,0.0,0.1813
1947-02,21.5,0.0,0.1878
1947-03,21.9,0.0186,0.1967
1947-04,21.9,0.0,0.1902
1947-05,21.9,0.0,0.1838
1947-06,22.0,0.0046,0.1765
1947-07,22.2,0.0091,0.1212
1947-08,22.5,0.0135,0.1139
1947-09,23.0,0.0222,0.1275
1947-10,23.0,0.0,0.1058
1947-11,23.1,0.0043,0.0845
1947-12,23.4,0.013,0.0884
1948-01,23.7,0.0128,0.1023
1948-02,23.5,-0.0084,0.093
1948-03,23.4,-0.0043,0.0685
1948-04,23.8,0.0171,0.0868
1948-05,23.9,0.0042,0.0913
1948-06,24.1,0.0084,0.0955
1948-07,24.4,0.0124,0.0991
1948-08,24.5,0.0041,0.0889
1948-09,24.5,0.0,0.0652
1948-10,24.4,-0.0041,0.0609
1948-11,24.2,-0.0082,0.0476
1948-12,24.1,-0.0041,0.0299
1949-01,24.0,-0.0041,0.0127
1949-02,23.8,-0.0083,0.0128
1949-03,23.8,0.0,0.0171
1949-04,23.9,0.0042,0.0042
1949-05,23.8,-0.0042,-0.0042
1949-06,23.9,0.0042,-0.0083
1949-07,23.7,-0.0084,-0.0287
1949-08,23.8,0.0042,-0.0286
1949-09,23.9,0.0042,-0.0245
1949-10,23.7,-0.0084,-0.0287
1949-11,23.8,0.0042,-0.0165
1949-12,23.6,-0.0084,-0.0207
1950-01,23.5,-0.0042,-0.0208
1950-02,23.5,0.0,-0.0126
1950-03,23.6,0.0043,-0.0084
1950-04,23.6,0.0,-0.0126
1950-05,23.7,0.0042,-0.0042
